"ISSUE","QX1","QX2","QX3","QX4","QX5","QX6","QX7","DATES"
2008116,7,5,4,9,3,7,7,"2008-10-3"
2008115,8,9,7,1,5,4,9,"2008-9-30"
2008114,9,9,1,8,7,5,5,"2008-9-28"
2008113,7,8,1,4,8,8,7,"2008-9-26"
2008112,8,3,3,5,6,0,9,"2008-9-23"
2008111,7,1,5,9,7,7,9,"2008-9-21"
2008110,2,9,3,3,1,7,8,"2008-9-19"
2008109,3,1,5,9,9,4,5,"2008-9-16"
2008108,1,3,9,7,8,8,7,"2008-9-14"
2008107,5,7,3,3,2,4,9,"2008-9-12"
2008106,1,7,2,7,9,7,4,"2008-9-9"
2008105,3,5,1,2,2,5,4,"2008-9-7"
2008104,1,9,8,1,0,0,0,"2008-9-5"
2008103,3,1,4,5,1,0,5,"2008-9-2"
2008102,1,3,3,3,5,3,7,"2008-8-31"
2008101,0,8,3,4,0,2,5,"2008-8-29"
2008100,2,3,3,1,9,7,4,"2008-8-26"
2008099,5,0,5,5,6,1,6,"2008-8-24"
2008098,8,9,0,2,8,9,2,"2008-8-22"
2008097,7,7,5,9,2,4,8,"2008-8-19"
2008096,2,9,9,4,9,6,7,"2008-8-17"
2008095,2,8,0,2,2,8,8,"2008-8-15"
2008094,6,6,0,4,3,4,4,"2008-8-12"
2008093,2,9,0,6,9,0,1,"2008-8-10"
2008092,9,6,9,5,1,0,5,"2008-8-8"
2008091,3,6,9,7,0,2,5,"2008-8-5"
2008090,7,6,5,9,1,6,8,"2008-8-3"
2008089,3,4,7,9,2,2,7,"2008-8-1"
2008088,8,1,3,1,9,8,5,"2008-7-29"
2008087,1,6,8,2,5,6,9,"2008-7-27"
2008086,4,4,6,2,1,3,1,"2008-7-25"
2008085,9,9,1,7,4,1,4,"2008-7-22"
2008084,4,8,9,6,8,9,5,"2008-7-20"
2008083,5,2,1,4,5,7,7,"2008-7-18"
2008082,7,1,3,2,8,2,4,"2008-7-15"
2008081,4,5,7,0,1,1,5,"2008-7-13"
2008080,9,4,7,9,2,2,5,"2008-7-11"
2008079,7,2,6,3,5,8,7,"2008-7-8"
2008078,4,2,6,9,0,0,6,"2008-7-6"
2008077,3,9,8,3,6,9,8,"2008-7-4"
2008076,7,9,6,5,8,4,9,"2008-7-1"
2008075,5,4,6,2,5,7,7,"2008-6-29"
2008074,9,4,6,5,5,2,2,"2008-6-27"
2008073,7,5,2,3,3,8,4,"2008-6-24"
2008072,7,1,1,1,7,4,1,"2008-6-22"
2008071,0,0,2,4,9,8,0,"2008-6-20"
2008070,2,0,6,0,0,3,5,"2008-6-17"
2008069,4,2,3,8,6,9,1,"2008-6-15"
2008068,0,1,4,3,8,9,6,"2008-6-13"
2008067,7,3,4,0,3,2,7,"2008-6-10"
2008066,1,2,4,1,8,2,4,"2008-6-8"
2008065,7,5,8,0,9,3,9,"2008-6-6"
2008064,8,0,3,0,0,8,9,"2008-6-3"
2008063,0,0,9,3,7,5,9,"2008-6-1"
2008062,6,5,5,2,0,2,2,"2008-5-30"
2008061,9,0,0,0,8,1,8,"2008-5-27"
2008060,1,5,6,8,4,9,2,"2008-5-25"
2008059,2,1,0,7,6,9,7,"2008-5-23"
2008058,5,4,6,9,5,4,5,"2008-5-20"
2008057,3,5,9,7,7,1,6,"2008-5-18"
2008056,4,1,3,0,4,1,8,"2008-5-16"
2008055,3,5,2,6,3,6,1,"2008-5-13"
2008054,9,6,7,5,0,3,2,"2008-5-11"
2008053,8,5,1,7,0,7,2,"2008-5-9"
2008052,9,6,1,9,6,6,7,"2008-5-6"
2008051,8,6,9,5,6,5,0,"2008-5-4"
2008050,7,1,4,6,6,6,9,"2008-5-2"
2008049,6,2,7,8,5,5,6,"2008-4-29"
2008048,4,6,4,1,3,8,3,"2008-4-27"
2008047,8,9,8,4,9,0,8,"2008-4-25"
2008046,2,1,6,0,8,7,0,"2008-4-22"
2008045,1,8,0,9,5,5,2,"2008-4-20"
2008044,9,6,5,1,8,5,3,"2008-4-18"
2008043,7,9,8,5,2,0,9,"2008-4-15"
2008042,7,3,8,1,1,1,0,"2008-4-13"
2008041,6,0,5,4,1,9,5,"2008-4-11"
2008040,5,9,0,5,8,2,5,"2008-4-8"
2008039,8,8,2,3,2,0,0,"2008-4-6"
2008038,3,9,3,2,8,8,6,"2008-4-4"
2008037,5,0,9,9,2,3,6,"2008-4-1"
2008036,3,7,0,9,5,4,2,"2008-3-30"
2008035,6,8,9,0,3,3,8,"2008-3-28"
2008034,9,1,5,2,6,6,9,"2008-3-25"
2008033,3,8,5,3,0,1,7,"2008-3-23"
2008032,2,2,5,3,5,2,7,"2008-3-21"
2008031,0,7,4,1,4,2,1,"2008-3-18"
2008030,3,8,9,0,4,3,6,"2008-3-16"
2008029,3,7,9,8,6,5,6,"2008-3-14"
2008028,3,3,2,6,6,3,1,"2008-3-11"
2008027,2,0,4,1,3,1,0,"2008-3-9"
2008026,8,3,3,9,0,2,7,"2008-3-7"
2008025,3,7,6,0,2,3,9,"2008-3-4"
2008024,1,1,7,2,4,7,2,"2008-3-2"
2008023,9,1,8,8,0,0,1,"2008-2-29"
2008022,6,9,6,1,1,4,0,"2008-2-26"
2008021,6,4,8,7,2,3,1,"2008-2-24"
2008020,3,8,1,2,5,0,1,"2008-2-22"
2008019,9,6,0,9,1,2,5,"2008-2-19"
2008018,9,2,8,3,6,6,9,"2008-2-17"
2008017,4,3,0,5,9,1,5,"2008-2-15"
2008016,8,4,5,4,8,2,3,"2008-2-5"
2008015,6,3,7,1,8,4,0,"2008-2-3"
2008014,4,3,1,3,8,7,9,"2008-2-1"
2008013,8,7,6,3,6,6,6,"2008-1-29"
2008012,8,9,8,9,5,3,9,"2008-1-27"
2008011,8,7,6,9,8,4,2,"2008-1-25"
2008010,0,6,0,5,7,9,5,"2008-1-22"
2008009,0,5,0,2,5,0,4,"2008-1-20"
2008008,7,9,2,9,9,1,2,"2008-1-18"
2008007,6,6,8,2,9,6,9,"2008-1-15"
2008006,2,5,6,4,6,3,9,"2008-1-13"
2008005,7,1,1,0,6,7,3,"2008-1-11"
2008004,4,8,5,1,1,1,7,"2008-1-8"
2008003,4,0,4,8,3,2,4,"2008-1-6"
2008002,5,3,5,7,8,1,3,"2008-1-4"
2008001,1,9,5,8,3,6,8,"2008-1-1"
2007153,4,3,5,7,9,1,8,"2007-12-30"
2007152,7,4,3,8,0,1,8,"2007-12-28"
2007151,4,1,2,5,2,4,2,"2007-12-25"
2007150,1,4,1,7,4,1,1,"2007-12-23"
2007149,0,4,3,9,9,6,8,"2007-12-21"
2007148,2,1,4,6,3,3,0,"2007-12-18"
2007147,2,2,0,0,0,7,0,"2007-12-16"
2007146,7,0,5,3,7,3,1,"2007-12-14"
2007145,9,6,7,2,4,9,8,"2007-12-11"
2007144,4,1,5,8,1,3,4,"2007-12-9"
2007143,0,5,3,1,2,7,3,"2007-12-7"
2007142,6,0,4,0,6,6,9,"2007-12-4"
2007141,8,5,0,2,0,5,9,"2007-12-2"
2007140,9,4,1,5,8,9,7,"2007-11-30"
2007139,8,4,8,8,4,4,6,"2007-11-27"
2007138,4,9,4,2,7,1,9,"2007-11-25"
2007137,4,0,2,1,0,5,6,"2007-11-23"
2007136,5,8,2,0,8,8,3,"2007-11-20"
2007135,9,6,5,2,8,7,0,"2007-11-18"
2007134,6,9,9,8,8,5,1,"2007-11-16"
2007133,9,6,5,2,0,7,3,"2007-11-13"
2007132,1,5,7,2,6,4,0,"2007-11-11"
2007131,7,7,3,5,6,3,9,"2007-11-9"
2007130,5,4,3,9,4,9,1,"2007-11-6"
2007129,7,7,7,8,8,4,6,"2007-11-4"
2007128,6,7,4,7,9,5,1,"2007-11-2"
2007127,6,8,4,9,4,0,8,"2007-10-30"
2007126,1,7,5,7,8,8,7,"2007-10-28"
2007125,4,4,0,3,3,8,0,"2007-10-26"
2007124,5,7,8,1,5,2,4,"2007-10-23"
2007123,5,1,4,6,0,1,2,"2007-10-21"
2007122,3,3,4,1,7,4,7,"2007-10-19"
2007121,7,7,2,5,8,6,0,"2007-10-16"
2007120,1,4,3,6,9,1,7,"2007-10-14"
2007119,9,8,9,9,4,0,3,"2007-10-12"
2007118,6,5,7,6,7,6,8,"2007-10-9"
2007117,2,1,1,1,5,6,4,"2007-10-7"
2007116,4,1,1,1,9,9,1,"2007-10-5"
2007115,0,0,2,8,2,5,2,"2007-10-2"
2007114,9,2,9,8,6,1,2,"2007-9-30"
2007113,7,5,8,1,8,3,3,"2007-9-28"
2007112,8,5,1,8,9,4,0,"2007-9-25"
2007111,2,9,0,1,1,6,6,"2007-9-23"
2007110,6,7,1,9,3,4,7,"2007-9-21"
2007109,9,4,0,2,9,9,5,"2007-9-18"
2007108,4,7,2,8,5,3,4,"2007-9-16"
2007107,3,9,7,7,5,9,0,"2007-9-14"
2007106,5,1,9,8,8,1,3,"2007-9-11"
2007105,8,7,6,8,1,1,4,"2007-9-9"
2007104,3,8,8,0,0,4,3,"2007-9-7"
2007103,9,4,5,3,7,2,5,"2007-9-4"
2007102,6,0,9,0,0,7,1,"2007-9-2"
2007101,2,8,8,5,5,6,7,"2007-8-31"
2007100,4,4,1,0,2,5,7,"2007-8-28"
2007099,8,4,8,6,9,7,9,"2007-8-26"
2007098,3,9,5,4,7,0,9,"2007-8-24"
2007097,4,7,2,9,9,8,6,"2007-8-21"
2007096,6,9,4,6,0,4,6,"2007-8-19"
2007095,6,9,5,8,0,6,0,"2007-8-17"
2007094,4,6,5,2,1,6,8,"2007-8-14"
2007093,6,3,0,1,4,9,7,"2007-8-12"
2007092,9,1,0,4,8,2,6,"2007-8-10"
2007091,4,1,5,7,1,0,7,"2007-8-7"
2007090,7,9,2,1,1,0,3,"2007-8-5"
2007089,0,5,2,5,5,4,9,"2007-8-3"
2007088,7,0,9,8,4,9,3,"2007-7-31"
2007087,0,3,5,2,6,1,1,"2007-7-29"
2007086,1,7,0,5,4,3,1,"2007-7-27"
2007085,1,2,1,6,7,7,5,"2007-7-24"
2007084,3,0,4,3,7,8,6,"2007-7-22"
2007083,5,0,9,0,4,1,4,"2007-7-20"
2007082,1,6,9,0,0,0,3,"2007-7-17"
2007081,8,0,0,2,3,6,5,"2007-7-15"
2007080,5,5,8,7,0,2,6,"2007-7-13"
2007079,5,4,6,8,4,6,9,"2007-7-10"
2007078,5,3,8,3,3,5,2,"2007-7-8"
2007077,6,9,6,0,3,1,3,"2007-7-6"
2007076,8,5,4,6,9,8,9,"2007-7-3"
2007075,4,6,2,0,9,5,4,"2007-7-1"
2007074,1,8,3,6,6,7,3,"2007-6-29"
2007073,1,7,6,3,2,7,0,"2007-6-26"
2007072,0,7,6,0,4,2,7,"2007-6-24"
2007071,8,8,3,2,3,5,6,"2007-6-22"
2007070,2,8,5,7,8,9,0,"2007-6-19"
2007069,8,6,0,9,2,6,9,"2007-6-17"
2007068,6,8,4,7,0,7,3,"2007-6-15"
2007067,6,2,8,0,3,3,5,"2007-6-12"
2007066,7,5,0,7,3,7,9,"2007-6-10"
2007065,4,1,9,1,9,1,7,"2007-6-8"
2007064,4,2,7,3,9,8,3,"2007-6-5"
2007063,1,4,9,4,4,2,0,"2007-6-3"
2007062,8,7,6,0,0,2,3,"2007-6-1"
2007061,1,2,0,1,9,3,3,"2007-5-29"
2007060,8,9,8,3,3,0,0,"2007-5-27"
2007059,4,2,0,7,3,1,9,"2007-5-25"
2007058,5,5,1,9,8,3,7,"2007-5-22"
2007057,5,1,3,8,2,0,7,"2007-5-20"
2007056,2,0,8,1,5,8,2,"2007-5-18"
2007055,6,8,3,5,9,5,3,"2007-5-15"
2007054,1,5,4,3,2,1,7,"2007-5-13"
2007053,1,6,8,7,2,9,9,"2007-5-11"
2007052,4,5,0,7,8,0,4,"2007-5-8"
2007051,4,3,5,3,1,4,0,"2007-5-6"
2007050,8,4,1,6,9,6,0,"2007-5-4"
2007049,2,4,7,7,5,5,4,"2007-5-1"
2007048,9,3,9,4,5,1,9,"2007-4-29"
2007047,2,4,1,2,1,6,0,"2007-4-27"
2007046,2,0,9,9,9,6,0,"2007-4-24"
2007045,7,8,3,0,9,1,4,"2007-4-22"
2007044,8,5,7,6,2,5,8,"2007-4-20"
2007043,8,1,9,4,9,5,7,"2007-4-17"
2007042,0,0,9,7,3,4,2,"2007-4-15"
2007041,9,8,2,7,2,7,2,"2007-4-13"
2007040,2,2,5,5,3,9,6,"2007-4-10"
2007039,1,6,2,6,4,7,3,"2007-4-8"
2007038,3,1,1,1,3,8,3,"2007-4-6"
2007037,4,2,3,5,7,4,4,"2007-4-3"
2007036,7,5,6,5,3,1,7,"2007-4-1"
2007035,8,8,8,5,1,1,6,"2007-3-30"
2007034,2,4,2,4,1,9,8,"2007-3-27"
2007033,4,7,5,2,2,8,8,"2007-3-25"
2007032,3,1,2,1,2,9,9,"2007-3-23"
2007031,9,6,1,6,3,5,2,"2007-3-20"
2007030,5,8,1,1,3,0,2,"2007-3-18"
2007029,9,1,4,0,2,0,0,"2007-3-16"
2007028,1,7,6,7,5,0,3,"2007-3-13"
2007027,2,0,0,5,7,9,6,"2007-3-11"
2007026,0,4,9,7,4,5,2,"2007-3-9"
2007025,6,1,3,0,0,0,0,"2007-3-6"
2007024,9,3,9,8,5,4,6,"2007-3-4"
2007023,5,8,6,2,3,5,4,"2007-3-2"
2007022,6,1,1,0,3,9,6,"2007-2-27"
2007021,0,3,4,6,7,5,6,"2007-2-25"
2007020,3,6,7,0,9,2,5,"2007-2-16"
2007019,1,2,8,6,2,7,8,"2007-2-13"
2007018,0,9,9,1,8,4,5,"2007-2-11"
2007017,9,0,8,5,4,7,8,"2007-2-9"
2007016,2,5,0,4,5,5,7,"2007-2-6"
2007015,3,1,7,9,5,8,5,"2007-2-4"
2007014,3,4,1,5,3,1,4,"2007-2-2"
2007013,0,8,6,6,0,0,8,"2007-1-30"
2007012,5,2,6,3,4,6,1,"2007-1-28"
2007011,3,9,2,3,1,9,3,"2007-1-26"
2007010,1,6,0,9,8,7,7,"2007-1-23"
2007009,5,3,8,7,2,0,8,"2007-1-21"
2007008,2,1,6,6,7,3,5,"2007-1-19"
2007007,5,1,8,9,6,9,4,"2007-1-16"
2007006,0,3,5,3,6,1,0,"2007-1-14"
2007005,4,6,4,0,2,0,4,"2007-1-12"
2007004,6,4,3,1,9,9,7,"2007-1-9"
2007003,5,7,5,8,6,8,7,"2007-1-7"
2007002,8,3,3,5,8,8,2,"2007-1-5"
2007001,3,9,5,5,5,3,6,"2007-1-2"
2006154,1,7,4,2,9,6,0,"2006-12-31"
2006153,5,9,7,0,7,8,4,"2006-12-29"
2006152,1,1,7,9,8,1,9,"2006-12-26"
2006151,0,4,6,3,1,6,2,"2006-12-24"
2006150,9,8,6,6,5,0,9,"2006-12-22"
2006149,4,0,3,9,8,5,2,"2006-12-19"
2006148,0,9,2,2,7,4,8,"2006-12-17"
2006147,1,8,5,7,5,5,4,"2006-12-15"
2006146,1,9,1,5,7,7,9,"2006-12-12"
2006145,4,8,6,4,6,9,7,"2006-12-10"
2006144,8,8,9,6,8,8,0,"2006-12-8"
2006143,2,5,3,4,3,2,5,"2006-12-5"
2006142,2,3,9,2,3,8,4,"2006-12-3"
2006141,1,5,3,2,0,2,0,"2006-12-1"
2006140,6,8,9,9,0,4,9,"2006-11-28"
2006139,3,3,9,9,2,1,3,"2006-11-26"
2006138,4,2,7,2,1,6,4,"2006-11-24"
2006137,0,3,8,7,7,2,1,"2006-11-21"
2006136,4,8,1,4,3,4,5,"2006-11-19"
2006135,8,9,4,1,1,4,5,"2006-11-17"
2006134,7,9,9,4,6,2,3,"2006-11-14"
2006133,1,3,4,3,3,0,6,"2006-11-12"
2006132,6,0,1,7,2,2,0,"2006-11-10"
2006131,5,1,8,4,4,9,0,"2006-11-7"
2006130,7,8,6,7,7,6,2,"2006-11-5"
2006129,1,8,6,6,2,2,1,"2006-11-3"
2006128,2,1,4,1,3,8,9,"2006-10-31"
2006127,3,7,8,9,9,1,9,"2006-10-29"
2006126,6,2,4,1,6,2,8,"2006-10-27"
2006125,2,3,6,1,4,4,7,"2006-10-24"
2006124,5,3,8,1,3,1,5,"2006-10-22"
2006123,3,7,7,0,4,3,6,"2006-10-20"
2006122,5,4,0,8,7,0,6,"2006-10-17"
2006121,9,4,0,9,2,1,0,"2006-10-15"
2006120,1,8,3,6,9,7,8,"2006-10-13"
2006119,2,1,9,3,2,3,8,"2006-10-10"
2006118,9,8,6,3,3,8,3,"2006-10-8"
2006117,5,1,3,4,9,2,8,"2006-10-6"
2006116,9,3,2,9,2,8,6,"2006-10-3"
2006115,3,8,4,2,7,8,9,"2006-10-1"
2006114,6,4,0,2,1,5,4,"2006-9-29"
2006113,2,5,9,9,2,1,2,"2006-9-26"
2006112,8,1,2,4,4,5,4,"2006-9-24"
2006111,9,3,1,1,0,1,0,"2006-9-22"
2006110,1,2,9,1,3,2,6,"2006-9-19"
2006109,5,7,4,1,8,2,6,"2006-9-17"
2006108,7,0,1,8,3,1,8,"2006-9-15"
2006107,1,1,0,7,4,8,8,"2006-9-12"
2006106,4,5,3,2,5,7,4,"2006-9-10"
2006105,5,7,4,8,3,8,4,"2006-9-8"
2006104,9,5,7,2,0,8,8,"2006-9-5"
2006103,2,7,9,4,8,7,3,"2006-9-3"
2006102,9,7,2,6,6,3,4,"2006-9-1"
2006101,3,2,3,9,6,7,7,"2006-8-29"
2006100,1,7,1,5,0,0,4,"2006-8-27"
2006099,8,4,3,9,2,6,8,"2006-8-25"
2006098,8,8,7,0,3,5,1,"2006-8-22"
2006097,8,5,4,3,9,4,4,"2006-8-20"
2006096,0,6,1,3,3,3,4,"2006-8-18"
2006095,6,1,6,8,8,3,4,"2006-8-15"
2006094,0,7,5,8,4,9,3,"2006-8-13"
2006093,8,4,4,1,1,9,9,"2006-8-11"
2006092,7,7,4,8,1,2,9,"2006-8-8"
2006091,7,3,1,2,1,4,2,"2006-8-6"
2006090,2,4,4,6,5,3,5,"2006-8-4"
2006089,9,0,5,0,1,3,3,"2006-8-1"
2006088,2,1,2,0,5,1,6,"2006-7-30"
2006087,6,4,5,2,8,5,9,"2006-7-28"
2006086,1,7,9,5,0,4,2,"2006-7-25"
2006085,1,9,3,3,9,7,9,"2006-7-23"
2006084,7,9,5,0,8,6,7,"2006-7-21"
2006083,4,0,4,7,0,6,8,"2006-7-18"
2006082,4,5,7,5,4,5,6,"2006-7-16"
2006081,0,1,2,1,2,1,4,"2006-7-14"
2006080,1,0,9,8,4,2,5,"2006-7-11"
2006079,3,4,1,2,6,2,1,"2006-7-9"
2006078,4,8,3,0,6,1,5,"2006-7-7"
2006077,4,6,5,1,6,5,1,"2006-7-4"
2006076,2,3,0,9,8,6,7,"2006-7-2"
2006075,2,3,4,3,9,0,0,"2006-6-30"
2006074,1,1,4,0,0,6,9,"2006-6-27"
2006073,4,3,1,5,0,0,5,"2006-6-25"
2006072,3,8,4,4,4,9,0,"2006-6-23"
2006071,0,8,6,8,1,8,0,"2006-6-20"
2006070,2,4,7,0,1,1,1,"2006-6-18"
2006069,1,0,5,8,4,6,3,"2006-6-16"
2006068,2,4,5,0,1,8,3,"2006-6-13"
2006067,9,6,3,0,5,4,9,"2006-6-11"
2006066,3,2,7,9,9,1,0,"2006-6-9"
2006065,3,6,8,7,4,6,5,"2006-6-6"
2006064,7,9,2,2,2,6,0,"2006-6-4"
2006063,3,1,2,2,6,3,3,"2006-6-2"
2006062,0,2,1,3,4,5,1,"2006-5-30"
2006061,3,1,3,9,7,9,4,"2006-5-28"
2006060,9,1,1,8,8,9,1,"2006-5-26"
2006059,0,5,7,5,2,9,5,"2006-5-23"
2006058,8,2,3,6,2,4,1,"2006-5-21"
2006057,4,7,2,9,0,6,7,"2006-5-19"
2006056,5,9,3,3,8,8,2,"2006-5-16"
2006055,2,2,2,1,7,1,1,"2006-5-14"
2006054,7,6,5,6,8,8,5,"2006-5-12"
2006053,0,6,5,6,8,8,6,"2006-5-9"
2006052,5,2,5,0,8,0,7,"2006-5-7"
2006051,6,9,7,4,8,6,5,"2006-5-5"
2006050,4,5,3,8,1,3,3,"2006-5-2"
2006049,9,7,6,0,5,3,6,"2006-4-30"
2006048,4,3,7,6,0,3,9,"2006-4-28"
2006047,9,6,4,6,1,7,4,"2006-4-25"
2006046,1,0,7,4,5,2,5,"2006-4-23"
2006045,8,5,1,0,1,6,5,"2006-4-21"
2006044,2,7,3,9,0,3,3,"2006-4-18"
2006043,8,1,2,3,9,5,2,"2006-4-16"
2006042,9,1,8,4,8,7,0,"2006-4-14"
2006041,6,3,9,7,9,5,4,"2006-4-11"
2006040,5,6,1,8,0,7,3,"2006-4-9"
2006039,1,6,1,8,9,2,3,"2006-4-7"
2006038,1,3,6,6,8,7,0,"2006-4-4"
2006037,1,6,7,6,2,4,3,"2006-4-2"
2006036,7,4,4,5,1,7,5,"2006-3-31"
2006035,1,5,0,1,3,9,3,"2006-3-28"
2006034,0,1,3,3,2,7,5,"2006-3-26"
2006033,5,8,2,8,6,4,6,"2006-3-24"
2006032,7,3,2,6,8,8,1,"2006-3-21"
2006031,6,7,0,5,3,3,0,"2006-3-19"
2006030,8,8,0,5,8,1,4,"2006-3-17"
2006029,0,6,6,7,2,8,9,"2006-3-14"
2006028,0,4,4,8,5,3,1,"2006-3-12"
2006027,2,1,8,8,2,7,7,"2006-3-10"
2006026,8,1,5,7,6,6,0,"2006-3-7"
2006025,0,3,3,1,9,7,4,"2006-3-5"
2006024,9,0,6,2,2,9,0,"2006-3-3"
2006023,9,9,0,6,8,7,6,"2006-2-28"
2006022,2,5,2,3,6,0,7,"2006-2-26"
2006021,3,5,0,0,7,1,4,"2006-2-24"
2006020,3,0,2,4,1,2,9,"2006-2-21"
2006019,0,0,6,7,9,9,2,"2006-2-19"
2006018,4,6,9,3,3,5,4,"2006-2-17"
2006017,3,8,7,8,9,6,9,"2006-2-14"
2006016,9,8,8,2,0,5,7,"2006-2-12"
2006015,2,1,8,2,5,8,6,"2006-2-10"
2006014,7,0,4,7,6,8,3,"2006-2-7"
2006013,2,3,0,6,6,0,0,"2006-2-5"
2006012,2,4,9,3,7,6,0,"2006-1-27"
2006011,2,1,9,4,0,0,2,"2006-1-24"
2006010,1,3,6,0,5,0,2,"2006-1-22"
2006009,2,8,1,0,2,4,0,"2006-1-20"
2006008,0,7,6,2,3,9,1,"2006-1-17"
2006007,7,2,1,9,8,6,6,"2006-1-15"
2006006,2,5,7,8,2,2,7,"2006-1-13"
2006005,5,6,3,5,7,5,8,"2006-1-10"
2006004,8,1,5,8,1,1,8,"2006-1-8"
2006003,4,5,3,5,7,6,2,"2006-1-6"
2006002,6,7,2,5,8,1,4,"2006-1-3"
2006001,6,6,5,9,0,5,2,"2006-1-1"
2005153,1,9,2,7,9,4,6,"2005-12-30"
2005152,0,9,4,9,8,8,3,"2005-12-27"
2005151,7,5,8,5,1,0,8,"2005-12-25"
2005150,9,6,8,1,3,6,2,"2005-12-23"
2005149,4,8,7,7,5,2,8,"2005-12-20"
2005148,3,0,8,1,5,3,1,"2005-12-18"
2005147,9,1,1,1,6,9,6,"2005-12-16"
2005146,8,7,9,9,7,9,6,"2005-12-13"
2005145,5,0,6,3,9,6,8,"2005-12-11"
2005144,8,9,9,6,4,3,8,"2005-12-9"
2005143,9,7,0,7,7,1,7,"2005-12-6"
2005142,0,1,8,7,0,2,7,"2005-12-4"
2005141,0,1,7,8,7,8,7,"2005-12-2"
2005140,0,4,9,8,5,5,2,"2005-11-29"
2005139,9,2,1,4,1,9,5,"2005-11-27"
2005138,5,2,2,8,7,2,2,"2005-11-25"
2005137,9,0,2,6,8,7,1,"2005-11-22"
2005136,2,9,2,5,8,1,7,"2005-11-20"
2005135,8,1,4,9,8,1,8,"2005-11-18"
2005134,5,0,5,7,1,7,1,"2005-11-15"
2005133,3,0,1,3,9,5,7,"2005-11-13"
2005132,1,1,6,1,7,2,5,"2005-11-11"
2005131,2,1,4,1,3,8,9,"2005-11-8"
2005130,5,8,5,0,2,5,2,"2005-11-6"
2005129,8,8,8,7,0,2,1,"2005-11-4"
2005128,7,0,9,2,4,9,6,"2005-11-1"
2005127,8,6,3,6,3,7,2,"2005-10-30"
2005126,4,0,4,1,3,6,5,"2005-10-28"
2005125,0,8,2,2,5,0,3,"2005-10-25"
2005124,5,7,1,1,9,0,9,"2005-10-23"
2005123,5,5,6,6,0,8,9,"2005-10-21"
2005122,2,9,4,8,3,9,4,"2005-10-18"
2005121,7,2,4,3,5,8,2,"2005-10-16"
2005120,7,4,9,3,9,9,0,"2005-10-14"
2005119,7,5,1,7,9,5,2,"2005-10-11"
2005118,9,3,1,7,2,3,2,"2005-10-9"
2005117,7,7,9,9,0,7,6,"2005-10-7"
2005116,1,4,4,5,9,4,8,"2005-10-4"
2005115,8,6,0,9,4,7,0,"2005-10-2"
2005114,8,5,2,2,7,6,0,"2005-9-30"
2005113,5,2,5,2,0,3,9,"2005-9-27"
2005112,3,4,2,6,3,3,6,"2005-9-25"
2005111,9,6,6,1,3,5,9,"2005-9-23"
2005110,5,1,3,1,4,8,5,"2005-9-20"
2005109,3,1,3,9,4,0,6,"2005-9-18"
2005108,5,3,9,9,1,2,9,"2005-9-16"
2005107,2,9,5,9,2,6,2,"2005-9-13"
2005106,6,2,7,1,4,8,2,"2005-9-11"
2005105,7,8,8,0,5,4,0,"2005-9-9"
2005104,8,3,2,0,7,6,7,"2005-9-6"
2005103,6,7,2,4,3,2,8,"2005-9-4"
2005102,5,8,5,2,8,7,4,"2005-9-2"
2005101,1,8,3,8,7,0,2,"2005-8-30"
2005100,9,0,4,4,2,5,1,"2005-8-28"
2005099,3,5,5,2,5,1,6,"2005-8-26"
2005098,2,9,3,4,5,4,7,"2005-8-23"
2005097,5,5,6,1,5,0,0,"2005-8-21"
2005096,0,3,4,7,9,0,0,"2005-8-19"
2005095,7,9,3,5,3,4,7,"2005-8-16"
2005094,1,4,6,6,2,7,0,"2005-8-14"
2005093,1,3,9,9,0,5,9,"2005-8-12"
2005092,1,8,4,9,5,4,4,"2005-8-9"
2005091,5,2,4,5,6,6,2,"2005-8-7"
2005090,2,3,0,2,8,5,9,"2005-8-5"
2005089,3,2,6,9,9,5,8,"2005-8-2"
2005088,3,3,3,8,7,6,2,"2005-7-31"
2005087,0,7,9,4,5,1,2,"2005-7-29"
2005086,1,7,8,6,5,4,4,"2005-7-26"
2005085,6,1,3,4,6,6,5,"2005-7-24"
2005084,8,3,6,9,7,9,0,"2005-7-22"
2005083,4,6,8,4,9,5,2,"2005-7-19"
2005082,5,1,9,7,9,7,0,"2005-7-17"
2005081,4,1,9,7,5,1,9,"2005-7-15"
2005080,2,2,9,7,2,8,0,"2005-7-12"
2005079,3,7,1,8,2,7,3,"2005-7-10"
2005078,7,2,9,1,6,8,0,"2005-7-8"
2005077,9,7,1,7,9,2,7,"2005-7-5"
2005076,1,6,5,5,8,7,3,"2005-7-3"
2005075,2,4,1,6,5,0,6,"2005-7-1"
2005074,8,8,0,3,2,2,7,"2005-6-28"
2005073,7,1,6,9,3,3,3,"2005-6-26"
2005072,8,6,0,6,1,3,6,"2005-6-24"
2005071,9,6,7,4,9,6,1,"2005-6-21"
2005070,6,6,4,3,9,2,3,"2005-6-19"
2005069,3,9,0,5,0,2,7,"2005-6-17"
2005068,4,8,5,4,9,8,6,"2005-6-14"
2005067,8,6,1,0,2,8,7,"2005-6-12"
2005066,5,1,9,2,0,1,5,"2005-6-10"
2005065,9,9,3,1,0,6,9,"2005-6-7"
2005064,8,3,6,4,5,3,0,"2005-6-5"
2005063,9,7,1,3,4,7,3,"2005-6-3"
2005062,4,3,3,6,7,1,7,"2005-5-31"
2005061,6,5,6,6,4,7,0,"2005-5-29"
2005060,0,1,9,3,2,9,0,"2005-5-27"
